"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7662","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7847","PRISM.7852","PRISM.7855","PRISM.7858","PRISM.7860","PRISM.7861","PRISM.7862","PRISM.7870","PRISM.7874","PRISM.7875","PRISM.7879","PRISM.7897","PRISM.7899","PRISM.7904","PRISM.7906","PRISM.7908","PRISM.7909","PRISM.7910","PRISM.7911","PRISM.7912","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7955","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8244","PRISM.8264","PRISM.8275","PRISM.8283","PRISM.8332","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8589","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8683","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8754","PRISM.8758","PRISM.8764","PRISM.8765","PRISM.8774","PRISM.8776","PRISM.8778","PRISM.8783","PRISM.8784","PRISM.8785","PRISM.8788","PRISM.8789","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","PRISM.9126","PRISM.9148","Validation.LLDeep_0001","Validation.LLDeep_0003","Validation.LLDeep_0010","Validation.LLDeep_0011","Validation.LLDeep_0012","Validation.LLDeep_0015","Validation.LLDeep_0018","Validation.LLDeep_0021","Validation.LLDeep_0022","Validation.LLDeep_0024","Validation.LLDeep_0026","Validation.LLDeep_0027","Validation.LLDeep_0028","Validation.LLDeep_0029","Validation.LLDeep_0030","Validation.LLDeep_0033","Validation.LLDeep_0034","Validation.LLDeep_0037","Validation.LLDeep_0039","Validation.LLDeep_0043","Validation.LLDeep_0047","Validation.LLDeep_0052","Validation.UMCG0333264","Validation.UMCG1180653","Validation.UMCG1576297","Validation.UMCG1705352","Validation.UMCG1708847","Validation.UMCG2023308","Validation.UMCG2136686","Validation.UMCG2739287","Validation.UMCG2788516","Validation.UMCG3243705","Validation.UMCG3299495","Validation.UMCG3321127","Validation.UMCG3595094","Validation.UMCG3748218","Validation.UMCG4000898","Validation.UMCG4081271","Validation.UMCG4268471","Validation.UMCG4722506","Validation.UMCG4789724","Validation.UMCG4851027","Validation.UMCG5113553","Validation.UMCG5308346","Validation.UMCG5437940","Validation.UMCG5613882","Validation.UMCG5792346","Validation.UMCG5921444","Validation.UMCG6047689","Validation.UMCG6054655","Validation.UMCG6262744","Validation.UMCG6628208","Validation.UMCG6720116","Validation.UMCG6738619","Validation.UMCG6868484","Validation.UMCG6966873","Validation.UMCG7115152","Validation.UMCG7198526","Validation.UMCG7563651","Validation.UMCG8089650","Validation.UMCG8255148","Validation.UMCG8438880","Validation.UMCG9119812","Validation.UMCG9189151","Validation.UMCG9830707"
"C00255",7.48121,15.0843,6.60221,6.42076,6.94303,1e-28,1e-28,7.23457,8.06273,4.85848,24.6561,10.5771,6.75534,4.39778,7.19908,10.2903,14.4155,26.0164,11.1027,6.76655,13.6245,6.1012,7.38917,27.4035,10.3675,12.1563,4.42364,6.55862,6.62517,9.17339,15.5078,13.8642,6.93186,28.4641,18.4902,7.68208,8.52163,5.94662,20.0472,14.0291,3.93163,12.267,7.54388,4.65998,13.8976,6.41301,11.6475,13.747,5.42899,7.57391,16.3317,8.12313,4.3633,6.96644,1e-28,16.2082,1e-28,14.0538,1e-28,4.87955,1e-28,15.1495,11.9904,8.27865,3.08472,8.35836,7.24498,5.67102,1e-28,12.2051,5.02618,8.42776,10.2003,7.78473,9.43284,3.79544,10.9369,5.86517,4.96835,2.71027,17.4094,6.59588,7.87666,1e-28,8.98262,1e-28,32.9449,6.77166,4.90527,1e-28,8.96103,33.6394,12.6655,9.38602,5.63304,5.18991,9.46679,10.3994,1e-28,5.41178,30.4753,4.74983,21.5821,4.46961,5.42067,12.0962,1e-28,1e-28,2.93007,7.18894,8.19119,1e-28,6.00289,12.4325,5.67797,11.1731,5.3217,13.3816,22.0902,11.662,11.2953,13.1475,8.87528,10.6393,7.36924,8.47439,5.09536,1e-28,5.95794,6.17232,17.2876,7.86698,7.01147,14.1824,12.6839,5.60067,8.36434,1e-28,21.4021,1e-28,6.30027,17.9015,8.30187,3.15827,10.3336,8.17795,3.50775,18.5256,1e-28,9.89938,3.64522,7.76549,8.24306,12.1367,17.5731,8.54916,38.5208,5.36265,13.2015,23.5141,14.1442,4.91076,9.50836,30.5234,7.30189,11.874,9.15273,24.7877,16.4289,17.2872,11.8856,15.4275,8.66601,18.4995,15.452,14.5883,19.4578,24.666,6.29779,4.86738,13.8147,3.56773,11.2738,13.7845,10.2995,8.9178,5.13107,8.34341,9.64185,1e-28,4.22486,5.5952,4.3206,1e-28,6.10977,3.01972,2.48272,66.4488,8.12846,12.3039,22.8988,12.5407,22.3781,5.28175,5.96014,7.21172,12.4095,12.9936,12.5268,12.646,8.75928,10.4055,5.69894,8.59184,25.3853,11.4842,16.3793,49.4992,14.5786,9.38818
"C00258",205.549,170.352,969.514,211.185,552.678,184.076,109.674,1543.03,887.696,325.896,461.474,629.6,358.543,508.832,627.008,283.786,1744.9,490.899,350.74,1680.67,1802.81,484.707,5225.39,849.976,907.057,3057.78,2209.14,457.392,2686.39,328.563,358.228,2268.3,571.124,3393.75,502.677,3342.84,605.256,3160.26,565.441,451.148,1642.63,767.089,272.049,523.103,1070.29,727.957,2546.03,987.866,595.644,818.185,787.643,1583.71,1459.5,265.995,1402.92,889.208,348.876,558.246,212.031,498.292,1000.44,875.022,375.946,957.943,985.785,398.412,327.933,151.547,738.462,619.292,610.31,840.243,838.878,3313.58,486.801,5560.57,659.406,221.562,417.623,4277.3,773.379,1161.14,1000.19,120.786,6353.36,305.351,635.523,424.623,366.707,650.771,119.032,190.807,2719.39,798.13,250.885,2260.04,1540.82,1025.83,483.667,591.186,336.274,547.048,540.134,292.151,477.091,188.299,232.035,206.335,255.681,324.572,635.163,120.241,574.977,1207.39,848.339,1224.28,561.35,310.706,468.175,950.966,210.012,1325.91,1625.32,261.078,1566.94,1122.04,95.568,317.74,42.9364,632.718,443.049,682.118,483.7,572.289,131.467,265.938,312.603,926.301,584.528,2170.7,286.072,1170.87,414.951,159.482,920.476,511.755,3632.66,438.532,83.496,311.763,94.1194,1256.17,1943.99,5558.11,2802.05,1234.35,902.875,457.086,501.988,2749.01,2060.46,1083.98,713.581,1461.3,978.839,1497.96,1678.44,772.89,1428.63,2494.83,465.787,2660.96,1226.13,1480.94,1211.86,1591.34,2241.28,794.002,196.186,991.023,2316.91,307.559,716.409,1319.76,488.867,567.821,584.018,442.275,293.895,232.43,511.125,1547.94,373.994,914.687,457.983,203.586,630.257,785.605,731.553,757.562,927.623,886.6,1388.41,349.236,506.71,2008.74,590.904,547.495,788.138,581.789,385.299,692.709,82.0549,427.202,1828.28,3583.61,1757.02,2072.78,311.504,646.371
"C00262",12745.48,7572.95,22798.03,2421.284,35782.99,4802.055,988.9685,43853.17,31757.68,48360.02,18076.85,17898.33,15014.1,5294.644,39566.56,15282.67,22744.11,47024.51,7203.87,34426.44,68467.31,12840.89,42497.29,52105.57,35716.42,68841.87,42633.71,54784.53,29141.49,44946.6,24660.42,36393.64,21395.75,50753.22,26212.77,36806.3,64622.62,59408.13,18504.84,38516.68,21472.8,39493.84,14591.49,21493.44,13681.48,8304.13,62215.9,7376.1,17988.45,10236.24,27650.88,19256.74,35734.78,27044.39,15437.15,15711.38,13563.613,31031.42,2684.646,15434.31,21546.01,28071.42,32121.79,35208.53,11864.42,41231.62,11298.98,44113.81,19576.54,32441.05,31518.27,27242.21,19820.58,111533.21,32606.3,94474.9,36859.8,10613.55,28935.89,40945,33339.87,14582.11,61534.16,15739.507,28656.32,209.834,1728.924,14804.08,31376.66,18794.01,19715.55,21654.53,60337.57,20917.19,36018.03,29591.59,24132.42,22917.61,9604.27,1027.377,17852.39,70961.32,9338.32,13709.632,4820.73,15516.942,19865.964,5910.06,2258.856,20802.25,10468.03,2519.512,15024.74,10415.6,16713.96,18839.7,7231.31,20419.791,5668.323,29978.34,19213.955,7548.12,31008.638,9505.72,37645.66,10293.18,7459.759,14800.21,1901.963,25851.41,4643.6665,12038.38,34325.65,28360.98,957.043,9535.198,9974.732,24124.37,18276.14,75129.1,42419.94,9318.24,23123.14,437.2513,25308.26,3201.113,4369.328,13170.64,6756.62,11900.634,5855.54,2378.239,9247.433,9099.95,6422.864,62611.3,33234.51,31748.43,28445.3,61939.4,69841.9,49432.05,21481.45,60498.5,53247.83,33935.23,70759.23,41863.85,41110.17,82740.3,13355.96,52073.8,40870.84,69088.1,107825.7,62254,55506.94,58734.24,20874.99,30790.5,41750.8,9974.48,62645,37225.49,45572.98,8834.97,24041.39,18063.9,27690.35,32161.2,28064.74,77919.98,19232.34,21762.96,21721.28,11617.75,20963.82,68586.55,34805.89,30930.89,25882.51,48779.25,32022.18,14007.13,22455.33,35303.39,25573.44,69799.08,80531.1,29505.98,17127.6,46713.8,20096.16,18147.83,10203.25,41238.4,36337.29,42362.46,37067.18,40003.32
"C00294",146.3583,542.4,99.7815,273.5399,1371.848,12.229,155.4366,220.5699,303.819,4524.268,168.5039,21.40824,135.5477,967.598,266.9588,185.8268,94.2649,150.5108,48.9589,775.22,1081.301,12.97208,304.546,1175.26,2740.55,2458.209,125.7949,4588.846,324.615,811.8,134.4652,302.9361,149.244,101.8571,1780.835,339.5905,1608.62,4894.14,46.5905,287.218,1157.561,394.953,59.3854,265.6663,426.289,9.70662,206.5329,96.5903,1064.075,32.56904,901.461,207.6824,162.6648,168.6838,18.8466,506.174,1804.659,1151.71,1e-28,325.5835,2.58249,95.6218,310.667,1171.424,334.274,348.071,62.9669,1474.384,459.804,291.004,292.5334,1453.817,154.5443,3965.995,406.585,2864.05,1039.615,48.0784,348.2361,325.524,97.5057,68.9123,1637.276,162.255,1681.097,31.18089,339.817,178.9123,1046.175,1883.509,9.58555,93.3495,2698.878,243.278,502.2543,984.208,2663.252,493.3148,94.7421,155.3302,13.7904,135.796,343.4182,2681.783,14.45288,59.80462,2405.578,65.3563,56.9608,790.221,167.2521,13.2723,1474.75,74.8397,439.611,344.022,62.964,2827.773,290.5592,211.4501,3176.621,9.49667,3985.428,397.9057,221.7629,69.3021,643.3648,640.439,12.1011,260.0591,1157.376,178.4331,2146.359,897.87,237.6693,512.7214,1134.111,179.8307,411.2251,4408.612,43.3753,78.7789,66.6769,5.89926,57.8048,169.7282,164.4649,102.2583,570.4752,1897.335,59.6452,22.15438,32.81524,124.5866,1395.966,687.168,375.632,308.794,453.818,760.088,704.064,267.5839,683.423,846.349,1544.599,3683.564,3639.841,265.7589,289.487,6819.63,172.6863,949.126,153.4402,5685.2,1979.536,2942.85,1066.838,402.666,2781.59,3687.492,530.818,855.906,6314.52,1754.796,1419.194,1090.125,1e-28,3640.33,284.8219,55.3375,183.6662,1430.519,3403.23,1051.732,655.958,580.287,135.23,3258.206,56.35995,2853.26,304.9316,903.633,180.1105,116.256,627.919,2138.563,5507.56,370.85,860.192,130.1099,4284.06,4576.85,4005.31,329.942,10.23927,204.0729,105.961,669.894,1127.562,5170.697
"C00295",4720.99,33.5933,2671.97,76.122,4470.46,1913.13,54.9082,912.006,2594.58,401.372,3403.35,1364.31,46.0653,237.904,3413.89,5421.05,6499.11,1400.09,580.763,1050.24,4329.83,4353.85,2516.44,622.118,2337.5,2231.64,4201.36,4520.56,1492.53,2367.25,5496.64,1129.34,3457.01,4138.55,5429.45,5828.33,4042.55,1736.63,7098.19,8132.23,855.141,6158.85,1355.81,5280.75,352.319,1190.09,4150.93,389.051,1654.11,2926.5,273.405,449.296,731.356,988.083,8447.66,287.047,1267.89,3212.25,167.681,212.143,2483.32,762.255,2517.14,3238.78,826.694,4585.41,6790.7,3422.09,4210.25,5174.05,1988.49,1999.15,4465.73,1963.96,5896.98,567.784,2493.41,3907.92,2631.93,67.3422,8204.57,541.992,2654.19,774.054,291.254,5728.86,100.546,431.924,859.665,5090.9,364.618,7258.9,1011.61,2532.45,3025.2,182.595,432.039,3591.21,158.304,51.5503,2650.02,181.052,147.143,54.2464,265.687,110.065,42.5957,5077.15,2.72484,43.4864,199.135,980.757,106.43,126.291,193.28,112.963,250.749,73.1516,78.9567,52.5908,37.0813,322.878,298.344,77.9728,210.815,347.306,32.1361,91.7741,3227.16,373.438,1054.31,4433.44,145.61,394.909,869.122,39.4699,116.781,1228.51,117.086,317.192,2297.07,614.052,131.493,180.217,695.543,493.334,154.227,148.737,10.772,47.1743,32.1053,63.045,171.335,423.587,120.863,2890.04,2613.34,930.272,4556.68,5816.67,3217.98,4044.04,3847.23,5696.62,4654.52,402.448,3109.57,7277.5,3614.41,885.276,1101.79,1164.37,3512.65,1020.07,3237.76,5183.11,5003.48,3358.51,473.752,118.659,5031.37,658.518,1160.93,1397.05,910.573,47.9685,603.375,136.002,888.785,919.273,154.08,2238.85,461.481,199.013,1205.18,416.09,139.565,575.022,2620.92,232.636,835.22,1446.19,2760.39,285.843,1416.72,854.045,268.904,3958.5,5190.01,4534.06,868.974,1036.35,206.448,2322.26,6020.29,1504.88,1793.62,1324.65,3616.8,2068.91
"C00299",43.4791,779.622,99.0469,271.17,611.721,1e-28,135.413,732.926,534.184,1569,138.306,418.379,308.309,1470.24,464.672,409.121,89.4734,680.11,48.4732,1223.84,448.412,1e-28,538.923,804.273,2426.21,821.444,226.726,1720.77,353.532,164.686,784.358,193.935,181.405,378.537,565.872,449.901,240.765,1896.39,84.3872,506.004,1247.69,416.241,382.829,166.346,710.928,82.3456,228.89,1e-28,1970,110.844,414.522,424.622,278.833,353.721,287.169,1588.05,1171.2,864.584,188.609,388.708,1e-28,2192.94,772.496,973.283,846.047,285.534,72.3407,522.689,23.9744,277.483,517.242,2541.98,277.324,2574.85,151.272,1716.45,958.849,42.6035,253.399,127.591,231.503,61.125,561.593,210.669,1441.29,94.7447,137.184,314.095,1219.57,2272.42,300.604,199.829,2428.03,113.543,1274.9,1779.02,2936.97,110.199,150.312,308.79,120.936,91.8392,713.333,685.683,171.136,1319.49,234.719,125.959,52.7243,1122.22,694.294,62.6045,1781.77,254.19,830.913,433.428,407.277,1485.43,607.242,817.041,280.449,413.182,630.858,1726.76,508.828,889.92,927.165,1054.28,99.2557,602.08,207.495,422.681,2508.07,2694.15,170.898,870.826,1350.83,763.534,401.753,1162.43,102.998,181.979,267.807,140.133,193.089,633.52,645.537,675.91,73.386,694.408,390.273,395.023,390.246,677.827,1046.68,192.244,307.907,233.791,535.159,841.481,325.634,139.876,348.529,1514.4,551.132,1796.71,1077.13,393.667,173.613,3459.88,284.184,3435.11,606.441,2607.68,1901.27,1672.78,353.091,758.206,2503.05,752.928,174.899,300.086,1408.67,380.21,596.197,940.972,38.206,3559.82,927.474,199.375,434.308,803.245,1178.55,685.22,1255.88,351.226,824.193,699.401,14.9671,4263.27,260.794,1707.97,2235.69,392.559,378.58,3166.47,3864.07,1377.89,2260.81,95.8586,1723.95,2766.31,1264.63,214.307,44.0957,1089.35,453.455,979.284,493.04,2558.83
"C00300",188.662,60.7007,166.309,234.892,58.8871,7375.2,20255.4,131.215,473.687,2923.5,3907.54,31.5119,389.021,90.8144,100.846,12.5048,43.4019,212.883,143.051,6828.02,8.08356,10593.2,242.768,1261.4,393.523,1638.38,46.7431,181.45,746.038,21.7745,46.9806,13857.7,17.3017,162.721,26.0406,340.654,107.366,39.3204,24.8729,65.7327,52.1414,1137.51,11427.9,151.121,20147.4,32.5638,567.121,34846.3,30651.3,33098.1,5286.15,1256.64,12932,2799.98,8424.16,227.334,18560.5,3853.18,150.479,54.5245,11236.3,4618.26,13.7346,25.4933,159.575,225.953,56.0073,96.768,27795,888.273,63.1191,4829.99,45.2627,1142.99,73.515,9320.55,3055.05,44.8113,262.575,10833.4,24.9473,3228.73,269.595,52.83,6154.91,5919.14,128.687,14959.4,20.1542,14594.3,908.683,29.6445,330.101,18202.3,83.976,1420.68,603.29,340.738,19076.2,149.654,140.977,2213.29,81.0614,1812.89,563.724,507.132,21738.1,32701.3,13754.9,3575.2,93.455,17890.4,124.416,339.606,186.601,98.4149,554.677,180.824,52.7192,474.945,214.744,54.3468,140.21,47.5009,4171.09,165.669,180.449,9640.16,14874.9,10585.3,25680.2,13453.5,15536.7,756.208,14911.6,510.678,559.266,16886.7,1514.77,21508.6,25022.3,121.572,1534.25,199.186,18838.9,76.1065,4724.44,215.362,30236.5,199.517,546.388,19711.5,213.242,6690.02,106.987,34.943,30.2633,1e-28,273.295,29.1572,109.324,140.011,41.3701,47.8456,29.6838,44.3511,2815.28,28.6775,1e-28,53.2514,33.1818,27.1899,48.9671,80.7777,41.6857,63.0376,23.57,103.981,112.435,317.975,364.458,1027.98,130.261,38.5518,59.5041,21432.7,14.8987,9621.44,19.4031,41.2939,192.475,109.705,79.872,12261.1,345.032,1101.06,2730.3,41.3378,252.072,532.534,2055.27,37.6541,9.99837,170.231,96.4359,173.128,31.2939,63.9716,327.888,2630.49,505.448,221.731,428.279,109.225,8614.39,95.6073,111.04,6587.55,29.4834,724.002
"C00318",1216.43,502.266,1919.81,323.669,1383.4,81691.6,2276.82,3406.4,1083.01,690.281,859.651,639.961,2720.03,1881.6,744.179,277.362,546.086,2466.55,808.7,4605.7,1627.05,214.967,1522.9,6156.41,1208.58,1452.26,272.515,642.046,1564.68,1391.03,1164.58,5904,1302.18,4114.02,835.05,1047.81,748.035,578.477,1815.09,3119.4,2187.69,2849.21,1507.43,1848.13,9161.15,415.811,4375.36,3949.96,2969.36,976.817,1351.05,1533.97,7997.91,1664.22,12898.1,1605.75,191894,3724.55,837.879,467.886,69689.8,15166.1,894.703,1732.33,5837.02,1501.19,2292.23,6388.31,13648.2,1500.85,2042.51,4482.36,1274.41,571.869,703.721,25110.4,4756,7120.41,1786.47,12776.8,1758.31,2469.82,4868.29,934.312,10205.4,76023.1,4386.97,8426.99,4062.87,14045.8,977.672,3149.65,834.34,2563.29,570.362,5394.02,1709.96,1229.1,127528,690.498,480.143,1345.93,883.765,1855.01,1366.51,2049.47,1868.72,6181.14,3530.63,5192.67,296.188,15105,413.742,1785.24,704.642,1e-28,1559.47,4294.25,897.152,1212.34,837.982,578.932,1250.66,734.634,1039.8,873.845,7085.87,2180.28,2459.39,60975.8,2563.95,10762.4,33754.6,2296.8,1598.86,1597,3086.95,2405.71,2410.67,11362.1,2499.13,1004.87,1204.35,3140.1,8479.21,1654.87,1291.06,1088.47,15234.2,2202.86,487.688,4331.33,1484.91,79946.8,1956.24,1118.65,454.149,1063.19,1540.44,1322.01,683.057,948.114,3727.64,1428.18,594.556,1955.76,3605.61,347.024,736.65,364.193,1326,1074.13,2272.83,1600.28,2251.55,854.592,1177.87,482.639,1327.2,519.578,1150.09,3934.06,2763.16,2612.4,1166.68,17471,453.654,1136.34,573.395,432.013,7634.95,11312.8,795.769,31493.2,587.915,2732.15,71999.8,706.563,7650.15,2568.64,2163.59,781.833,477.96,978.237,697.199,929.047,1032.7,1426.18,1017.54,3623.6,2112.82,3200.57,2014.4,786.252,2964.2,646.318,678.864,5382.94,533.731,2403.35
"C00319",2470.7258,2768.4044,1601.1057,569.7746,4614.033,7964.312,474.1519,3250.943,4435.417,2982.9434,5171.138,2040.1631,2791.5678,3869.573,4428.214,268.2436,13725.416,8858.768,124.84233,2932.3247,2324.2209,811.5165,1128.2794,6728.911,3043.42,2540.9321,546.1147,207.85,561.7936,811.6824,188.706,3169.422,243.0886,1852.687,111.3706,8296.201,1401.9461,1699.4052,446.459,491.8554,1623.4558,203.5316,4050.44,5380.245,7877.304,13701.414,1132.9545,23.6327,12708.178,8416.607,5229.814,776.338,3532.817,2701.1562,9974.298,594.0881,1035.9251,10585.245,512.4191,663.247,4630.205,11688.243,6111.033,2536.9107,961.0447,220.62284,262.9642,1525.9116,4078.319,534.0269,13360.158,5536.16,8282.902,6655.9108,3428.4161,3443.604,28200.755,22963.103,5836.203,609.6487,2698.0574,339.9351,532.1669,4878.875,2888.029,8889.705,3479.452,16153.939,5391.825,10808.079,1552.941,20650.252,7554.56,8316.815,4595.722,2694.439,1767.4075,1169.5036,4133.641,1630.7687,2958.6349,471.15695,610.72911,1259.3913,206.8382,1198.901,68.96641,7476.171,2281.9686,8921.154,790.72,4848.633,152.9251,296.1502,8288.069,3270.3458,944.7891,11460.669,1667.41,2807.2848,1407.7415,954.8211,922.601,4091.213,13011.244,814.3238,194.462,1424.6172,2596.5729,14090.248,4828.017,17156.84,8329.257,14577.1,1086.2615,3597.832,10079.589,12439.552,14683.341,1906.3365,2955.909,1393.872,4825.748,296.848,9432.611,605.0565,289.9747,621.334,2689.8957,4536.149,533.9124,8583.869,1603.3032,14752,3864.059,383.4641,11739.027,2514.1861,260.3232,742.5664,147.2088,712.1788,327.4859,6109.687,1160.4621,808.5422,2321.3379,1220.8988,3646.149,11173.307,163.0248,9613.945,552.5922,14592.234,6014.875,380.94,678.1139,1686.5364,4325.3,752.7475,7212.935,59.5881,4543.382,1419.0731,2036.7237,3238.898,1776.1265,4370.916,1878.367,1526.223,1445.05,2597.2853,195.5629,2579.669,9030.336,850.3189,1920.2187,234.4162,5075.428,11328.636,11195.769,12702.911,2849.7257,15129.449,4185.596,4198.786,579.0321,1855.1316,4614.449,1156.2496,581.0059,14018.943,816.1449,1640.9042,274.44011,6023.155,3635.954,5939.873,1494.1785,3839.166
"C00327",6974.52,4536.182,4590.12,6028.245,4718.42,1378.279,359.603,2660.119,3599.07,2463.19,4536.3,7930.4,6908.527,4769.044,5829.77,6067.78,2170.562,3473.39,7284.89,4986.57,5056.14,1661.929,9478.21,2761.241,8714.17,3170.66,9452.24,9691.04,3907.65,2873.278,7718.06,18899.43,6353.62,8947.35,3704.592,4361.87,6222.43,5575.27,4745.39,8252.53,9148.62,10457.05,3869.04,5579,1903.529,5080.81,3927.37,3007.2,8075.66,989.664,11433.91,4327.147,14476.27,4380.15,3161.92,3948.62,592.507,8870.36,2006.488,4957.069,5852.81,11527.48,5642.74,11503.62,10114.97,8558.08,3534.71,5859.36,12139.77,12090.52,4634.09,3326.77,3477.33,7633.94,7088.03,18334.58,4911.96,2558.041,3858.052,12487.5,3454.56,6742.6,8343.94,6024.01,10420.82,2579.302,1452.302,6685.75,4615.88,2372.804,6027.61,4013.2,4258.33,6273.48,5296.58,32648.61,9461.15,4574.03,1618.872,569.745,5163.87,1014.087,3520.991,1338.6679,1988.634,2642.92,5360.787,1387.3034,227.30636,7153.88,1397.353,2317.284,1896.372,1872.13,6557.67,3579.921,2006.56,8376.252,4410.192,2584.232,2401.822,3082.674,2557.703,1342.487,3794.627,2626.168,8717.022,4738.82,1641.812,232.2496,825.642,1772.396,597.55,15602.19,684.238,5564.015,1880.009,623.606,5878.769,6705.04,2186.672,4620.601,2133.214,4466.341,5552.61,3692.952,4228.4,3993.383,1116.9883,2404.546,854.7854,4563.61,2439.494,13292.58,5521.8,6898.53,10564.18,4156.6,6831.99,6928.46,10620.21,8658.63,6496.04,8510.62,14310.02,10879.06,10202.55,7929.7,4565.39,12212.04,4464.36,13589.78,5478.57,14177.65,13881.73,6577.43,5800.23,8447.05,5049.5,2871.566,7616.64,5090.22,11404.06,10350.07,8699.34,120.7479,5644.01,9438.02,5057.24,14669.58,9044.63,14432.07,7063.9,2509.762,7963.78,7373.34,4367.96,13021.6,9730.48,7099.06,4743.47,9319.6,17209.92,3044.13,9628.66,8161.16,3651.169,10206.79,4325.42,4270.43,5648.84,7152.36,7134.76,4308.35,3457.28,5600.85,12655.8,13602.34,6021.46,5142.47
"C00366",983.554,479.314,3666.58,640.691,458.678,74.7262,447.372,2648.04,2479.52,338.52,408.145,1149.04,266.491,1096.66,3096.43,2521.13,5859.94,2065.02,223.156,2519.37,2381.98,398.118,1504.4,731.286,5169.83,944.392,1289.83,3796.36,1894.99,3133.41,4220.82,977.749,1489.39,1366.89,4995.15,4379.94,453.469,149.814,3635.39,1635.98,1370.54,839.503,144.969,765.477,1339.85,4305.58,3246.3,473.849,217.744,151.463,148.98,1727.47,1162.5,443.319,3322.63,2000.24,8003.6,457.546,622.471,1370.51,16830,29251.9,1848.83,3957.4,2666.56,4011.41,1435.3,1699.76,34473,5230.62,778.992,787.064,1672.03,1305.49,1571.81,227.772,421.391,2004.92,421.351,4908.34,3192.04,4914.59,3441.71,2165.48,68.0148,10366.8,1933.46,228.658,472.3,7310.3,557.206,1623.44,1091.23,1581.07,687.261,589.514,9686.47,805.822,39312.4,708.669,246.241,551.343,1062.81,140.748,1113.89,876.241,648.878,3075.9,20.2472,455.139,347.384,72.2686,536.88,883.586,1834.51,394.252,1447.21,1932.81,1860.19,589.526,412.684,2041.76,531.569,816.421,86.1389,2887.07,1190.15,241.739,51.1347,766.097,136.129,699.039,7439.47,8464.23,15.4059,1513.95,612.051,15209.5,830.794,4271.12,450.435,5390.61,203.014,1053.48,1191.57,1383.1,909.818,1459.87,13.1911,50.5201,61.3293,118.823,432.492,814.871,1845.19,210.602,652.114,251.129,1596.4,1414.62,348.163,589.278,948.567,826.084,954.27,4237.38,299.845,759.042,772.746,1394.4,157.592,954.424,424.494,888.131,610.312,486.212,360.152,175.286,88.1696,41.6046,466.063,184.623,718.733,419.917,148.992,772.817,98.3387,2888.12,665.387,301.894,435.681,294.356,112.44,21159,468.845,106,463.423,502.771,694.739,36.9777,224.751,1365.03,1467.32,363.476,55.1901,273.771,813.53,76.6186,761.277,2849.17,100.361,447.191,1203.98,124.311,88.2542,130.799,1368.87,129.487,195.544,198.629
