"","PRISM|7122","PRISM|7147","PRISM|7150","PRISM|7153","PRISM|7184","PRISM|7238","PRISM|7406","PRISM|7408","PRISM|7421","PRISM|7445","PRISM|7486","PRISM|7496","PRISM|7506","PRISM|7547","PRISM|7658","PRISM|7662","PRISM|7744","PRISM|7759","PRISM|7762","PRISM|7776","PRISM|7791","PRISM|7843","PRISM|7847","PRISM|7852","PRISM|7855","PRISM|7858","PRISM|7860","PRISM|7861","PRISM|7862","PRISM|7870","PRISM|7874","PRISM|7875","PRISM|7879","PRISM|7897","PRISM|7899","PRISM|7904","PRISM|7906","PRISM|7908","PRISM|7909","PRISM|7910","PRISM|7911","PRISM|7912","PRISM|7938","PRISM|7941","PRISM|7947","PRISM|7948","PRISM|7955","PRISM|7971","PRISM|7989","PRISM|8095","PRISM|8096","PRISM|8101","PRISM|8106","PRISM|8129","PRISM|8226","PRISM|8244","PRISM|8264","PRISM|8275","PRISM|8283","PRISM|8332","PRISM|8336","PRISM|8361","PRISM|8374","PRISM|8377","PRISM|8406","PRISM|8441","PRISM|8444","PRISM|8447","PRISM|8452","PRISM|8458","PRISM|8462","PRISM|8464","PRISM|8466","PRISM|8467","PRISM|8475","PRISM|8480","PRISM|8483","PRISM|8485","PRISM|8496","PRISM|8502","PRISM|8503","PRISM|8511","PRISM|8513","PRISM|8515","PRISM|8523","PRISM|8534","PRISM|8537","PRISM|8550","PRISM|8564","PRISM|8565","PRISM|8573","PRISM|8577","PRISM|8589","PRISM|8591","PRISM|8592","PRISM|8605","PRISM|8624","PRISM|8628","PRISM|8629","PRISM|8667","PRISM|8675","PRISM|8683","PRISM|8692","PRISM|8696","PRISM|8728","PRISM|8734","PRISM|8735","PRISM|8746","PRISM|8749","PRISM|8753","PRISM|8754","PRISM|8758","PRISM|8764","PRISM|8765","PRISM|8774","PRISM|8776","PRISM|8778","PRISM|8783","PRISM|8784","PRISM|8785","PRISM|8788","PRISM|8789","PRISM|8794","PRISM|8795","PRISM|8800","PRISM|8802","PRISM|8803","PRISM|8805","PRISM|8806","PRISM|8807","PRISM|8809","PRISM|8815","PRISM|8841","PRISM|8843","PRISM|8844","PRISM|8846","PRISM|8847","PRISM|8849","PRISM|8878","PRISM|8882","PRISM|8892","PRISM|8894","PRISM|8898","PRISM|8924","PRISM|8932","PRISM|8982","PRISM|8998","PRISM|9010","PRISM|9018","PRISM|9030","PRISM|9033","PRISM|9074","PRISM|9079","PRISM|9126","PRISM|9148","Validation|LLDeep_0001","Validation|LLDeep_0003","Validation|LLDeep_0010","Validation|LLDeep_0011","Validation|LLDeep_0012","Validation|LLDeep_0015","Validation|LLDeep_0018","Validation|LLDeep_0021","Validation|LLDeep_0022","Validation|LLDeep_0024","Validation|LLDeep_0026","Validation|LLDeep_0027","Validation|LLDeep_0028","Validation|LLDeep_0029","Validation|LLDeep_0030","Validation|LLDeep_0033","Validation|LLDeep_0034","Validation|LLDeep_0037","Validation|LLDeep_0039","Validation|LLDeep_0043","Validation|LLDeep_0047","Validation|LLDeep_0052","Validation|UMCG0333264","Validation|UMCG1180653","Validation|UMCG1576297","Validation|UMCG1705352","Validation|UMCG1708847","Validation|UMCG2023308","Validation|UMCG2136686","Validation|UMCG2739287","Validation|UMCG2788516","Validation|UMCG3243705","Validation|UMCG3299495","Validation|UMCG3321127","Validation|UMCG3595094","Validation|UMCG3748218","Validation|UMCG4000898","Validation|UMCG4081271","Validation|UMCG4268471","Validation|UMCG4722506","Validation|UMCG4789724","Validation|UMCG4851027","Validation|UMCG5113553","Validation|UMCG5308346","Validation|UMCG5437940","Validation|UMCG5613882","Validation|UMCG5792346","Validation|UMCG5921444","Validation|UMCG6047689","Validation|UMCG6054655","Validation|UMCG6262744","Validation|UMCG6628208","Validation|UMCG6720116","Validation|UMCG6738619","Validation|UMCG6868484","Validation|UMCG6966873","Validation|UMCG7115152","Validation|UMCG7198526","Validation|UMCG7563651","Validation|UMCG8089650","Validation|UMCG8255148","Validation|UMCG8438880","Validation|UMCG9119812","Validation|UMCG9189151","Validation|UMCG9830707"
"K00970",0,2.791,7.687,5.068,0.445,0.054,21.971,9.923,0.344,40.461,6.964,0,0.357,6.879,3.029,0.034,0.461,1.347,1.544,0.591,0.423,10.537,1.058,35.947,1.819,1.733,0.599,0,3.274,0,0.082,0.176,1.863,2.657,1.361,0,0.427,1.486,0.149,1.056,9.613,2.279,24.074,5.974,8.338,1.958,0.734,6.964,65.357,13.171,4.239,2.631,1.368,2.398,23.299,1.034,77.665,1.041,1.036,2.617,0,0,3.336,6.379,3.788,0.231,0,0,0.201,1.638,0.476,0.96,11.88,1.802,64.035,0.783,22.61,3.159,2.794,6.054,1.575,0.932,0.431,0.15,1.681,210.111,12.956,6.473,1.153,1.343,0,0,0.476,8.465,0.033,0.333,0.568,1.736,0.243,19.006,2.876,3.717,0,0.3,0.698,1.804,21.112,84.079,26.645,9.907,3.09,0,0.293,0.436,4.108,4.935,2.041,1.509,3.125,3.663,1.48,2.127,3.772,3.079,4.961,0.235,0.045,4.595,87.318,3.047,87.378,51.84,10.296,7.174,58.354,1.524,3.203,23.653,3.634,5.702,1.369,0.258,8.478,2.835,9.233,10.795,12.821,1.883,2.075,6.351,0.223,5.491,0.029,1.717,0.416,0.175,2.445,0.348,0.862,0,0.337,0.176,0.409,1.439,0,0.051,0.209,5.813,0,0,1.882,0,0.46,1.044,0,0.217,0.044,0,0,3.308,1.398,0.571,0,0,1.477,4.334,1.185,2.863,1.519,0,0.624,0.159,0,55.114,0.086,5.723,2.544,0.471,0,7.095,6.704,0,0,0.989,0,0,0,1.085,0.83,2.151,0,0.673,0.13,0.543,3.41,0,0,5.073,0,1.098
"K00972",5.209,2.755,0.091,1.136,3.559,0,0,0.584,5.629,0,2.419,0,5.819,0,0,14.128,15.94,22.089,0.951,0.545,3.132,0,1.171,4.066,0,8.735,0,0,4.467,0.695,0,0,18.284,0.915,0,0,3.839,2.969,0.301,31.937,0,17.662,5.046,0.168,0,0,23.498,0.385,0,0.282,0,0,0,0,0,0.404,0.103,0.126,0.334,0.538,0,0.946,0.258,4.242,6.27,11.165,0.444,0.068,0,0,0,5.522,0.852,8.78,6.51,0,0.404,0.076,1.541,0,0,6.658,11.691,0,0,0,0,0,0,0.035,0.097,0.502,0.985,0,3.47,0,0,1.087,0,0,0,19.119,0.352,6.264,0,5.194,14.121,0.051,0.677,0.015,24.465,0,0.097,5.081,2.979,5.354,0.185,0,0.604,3.847,3.069,0.198,2.644,0,0,0,0,0.024,0.069,23.498,0,0,0.046,0.024,0.166,0,0,0.151,0,0,0,0.131,0,1.013,0,0.206,10.678,9.952,35.434,0,0,0,0,6.671,6.167,1.828,28.506,1.049,0,7.375,0.348,0,0.542,0.289,7.049,0.551,6.401,0.38,1.545,1.589,1.031,0,4.446,2.027,0,4.552,0,0,0,7.551,0.993,0,6.105,0,2.168,0.54,0,0.095,0,0.201,0,8.778,1.772,0,0,0.364,0,0.094,0,12.832,0,0,0,0.189,4.328,0,0,0.635,3.955,0,0,0,0.397,3.056,0,2.557,12.693,0.621,4.418,0
"K00973",164.946,197.861,222.743,254.028,153.727,129.333,147.848,231.371,212.163,137.905,246.796,323.2,208.919,208.089,197.11,207.726,170.701,197.635,195.945,180.229,239.498,185.179,227.264,129.428,185.436,206.605,215.956,197.121,196.947,166.263,148.264,52.271,179.274,229.861,192.168,200.6,183.236,213.598,197.54,207.505,165.358,183.83,166.23,149.252,254.57,189.062,217.302,80.674,167.998,202.178,131.052,163.911,144.232,235.997,121.02,157.506,115.112,147.161,192.032,202.798,3.822,245.834,143.331,157.063,213.843,268.288,215.149,178.212,18.236,146.178,201.326,127.911,186.31,176.665,167.947,0.668,191.38,187.51,226.181,16.948,178.198,189.835,163.886,134.937,115.882,143.477,218.172,105.605,150.713,192.376,221.152,209.359,186.891,142.821,200.278,66.216,166.951,198.446,28.545,194.806,171.897,230.99,192.417,225.157,167.903,229.901,154.393,23.766,151.003,234.057,190.688,171.891,220.661,165.361,233.444,163.934,220.971,193.095,191.143,190.464,141.307,218.651,226.996,249.451,230.293,109.367,247.223,118.391,137.262,120.921,215.379,112.676,232.093,235.611,116.114,222.474,200.159,216.449,224.268,106.65,282.564,214.956,176.084,136.015,214.682,178.129,267.808,209.727,241.153,121.591,136.853,134.632,158.448,201.661,205.801,129.813,109.264,162.455,180.394,176.598,165.039,172.621,147.419,139.769,166.487,200.286,192.874,154.822,175.966,188.292,140.752,195.195,175.809,141.751,252.47,178.272,156.993,220.122,201.127,142.66,194.271,155.452,234.049,217.747,222.618,172.563,162.584,200.99,190.148,187.613,170.228,209.537,185.871,98.347,201.408,117.194,119.171,163.648,338.711,199.579,239.883,204.024,158.812,156.969,232.259,207.763,169.352,194.657,189.644,226.82,170.169,129.207,100.266,149.724,202.095,160.65,192.775,114.984,149.511,225.45
"K00974",0.761,1.121,17.036,0.305,0.823,52.191,5.301,11.496,12.818,3.078,11.457,5.604,3.696,3.026,19.484,16.209,5.899,36.679,10.764,24.376,25.305,75.123,11.953,2.659,20.131,51.382,47.384,17.118,5.282,9.722,23.809,0,4.698,60.995,2.047,0.605,10.598,13.606,13.425,20.987,1.409,15.292,36.145,1.83,109.731,2.613,18.934,77.264,1.004,22.196,6.604,4.517,14.815,15.568,21.521,0.136,3.38,14.759,28.039,8.014,233.079,3.01,9.199,11.117,6.778,114.531,72.008,15.871,34.882,20.551,77.928,11.221,19.277,5.366,8.176,0.199,13.439,3.299,0.791,0.161,14.888,41.196,1.398,41.092,2.257,144.088,73.316,0,32.992,10.258,69.273,27.94,12.93,15.871,4.791,0.609,1.412,24.973,27.793,31.574,2.446,7.035,1.598,7.297,8.254,5.184,43.169,18.618,3.395,1.838,10.616,206.955,20.96,12.292,1.73,2.371,38.48,2.45,18.204,19.091,1.248,8.119,5.423,2.356,6.919,8.935,4.035,5.02,31.312,7.73,1.685,0.512,12.624,8.581,5.461,28.513,10.388,182.126,4.043,7.188,56.941,11.934,4.786,14.14,60.705,17.833,1.684,6.717,13.631,27.416,9.711,36.15,0.955,2.606,7.719,8.145,19.688,26.036,32.697,8.321,3.986,41.263,14.285,4.524,21.542,12.634,13.656,10.457,40.443,3.358,55.129,11.519,54.411,8.06,19.767,45.029,12.231,13.802,4.482,0.2,20.089,31.903,2.014,13.283,30.556,68.456,15.48,3.114,41.526,41.15,28.868,15.748,22.178,74.677,16.354,29.529,13.825,5.596,25.272,38.629,80.517,8.478,11.517,13.911,15.204,33.964,13.24,44.564,0.918,8.015,30.024,2.396,12.05,13.642,129.114,15.562,9.418,9.437,7.447,2.937
"K00975",102.916,334.141,117.975,345.18,384.21,140.253,475.148,173.434,376.406,381.07,529.694,545.246,248.539,224.929,516.047,344.336,476.111,418.61,473.258,584.797,520.174,273.514,246.146,346.531,369.524,346.723,432.329,505.832,424.154,500.983,374.878,123.444,308.167,416.194,300.216,348.189,512.171,536.056,340.35,461.9,592.005,292.927,347.933,492.791,117.505,455.122,500.263,132.524,217.344,106.629,390.786,178.967,325.899,570.139,166.086,209.96,115.785,280.152,232.39,350.3,5.611,578.935,271.128,482.226,313.224,283.646,283.783,385.157,17.466,309.833,498.507,566.241,225.764,301.851,183.344,17.463,338.317,123.416,570.734,11.551,376.456,413.207,272.242,286.485,106.826,428.995,354.529,347.013,421.846,138.942,470.891,391.324,507.499,473.032,569.17,106.797,390.893,327.495,27.16,103.391,462.565,496.537,259.81,419.063,257.471,222.039,280.831,138.129,111.739,189.654,310.186,302.605,254.033,235.166,295.22,276.777,165.013,233.697,312.252,160.355,253.995,220.431,407.315,256.601,352.172,131.042,297.348,433.649,142.559,303.067,214.478,478.603,472.99,137.741,64.02,485.438,183.081,303.205,218.545,206.358,423.039,238.563,191.407,206.579,341.065,154.435,210.576,269.251,434.771,128.112,287.31,325.708,170.845,303.58,259.458,332.057,256.813,247.892,249.773,487.609,402.871,322.884,216.022,325.716,450.973,599.916,478.184,447.665,410.941,502.681,202.36,518.011,239.498,563.049,500.297,369.855,468.815,726.497,433.19,221.618,370.568,228.757,581.567,439.591,346.016,444.559,426.743,269.527,319.757,300.703,382.308,392.365,443.981,226.567,445.364,262.935,270.438,335.614,260.2,351.225,374.909,542.963,551.968,479.764,412.764,700.372,394.005,411.264,447.557,372.674,387.898,464.109,351.081,365.139,316.428,347.426,467.835,163.713,419.83,370.227
"K00978",12.681,4.633,1.983,3.621,2.232,4.07,3.817,2.919,3.08,15.929,19.228,6.169,37.266,11.864,3.842,2.747,8.126,0.363,2.807,6.482,2.429,0,3.93,4.554,7.288,8.282,1.978,7.983,14.639,17.438,7.546,1.804,9.269,1.445,8.532,1.645,7.198,9.701,8.609,7.584,5.787,2.758,6.443,2.753,2.752,5.549,2.16,0,23.279,0,2.698,23.791,0.442,9.781,0.256,7.179,0,2.259,3.071,17.726,0,2.541,11.061,1.586,39.122,9.459,6.668,11.489,0,7.407,4.15,12.653,0.843,35.123,0.939,0,8.106,1.726,0.795,0,17.35,1.321,9.725,0.748,0.346,1.049,27.937,6.651,26.748,0,3.028,4.364,3.983,0.797,9.596,0.786,15.026,12.175,0,2.874,1.084,2.742,11.012,4.198,28.755,1.915,10.352,0,1.858,2.432,7.902,0,8.849,6.388,7.769,1.799,7.395,8.912,7.17,1.674,6.17,3.397,3.864,0.832,1.935,19.834,14.077,13.854,0,0.173,0.079,0,0.608,2.684,4.088,5.266,18.105,0.722,0.574,0,0,15.069,3.618,3.571,23.572,8.776,5.077,7.284,18.26,1.425,1.408,5.681,2.519,12.349,4.126,27.478,1.413,3.577,4.569,11.924,4.539,3.948,6.201,5.988,7.516,8.143,4.521,4.201,4.513,6.019,4.458,6.339,2.944,7.612,4.703,3.423,12.571,1.565,4.869,3.337,19.837,13.049,7.651,11.637,4.78,1.344,10.944,5.414,1.494,1.642,31.475,10.562,18.853,0.388,1.119,9.893,0.639,3.539,0.257,1.275,0,1.042,15.374,9.362,12.035,7.03,1.078,0.962,0.069,10.69,7.119,2.249,1.895,14.028,0,0.923,0.464,7.483,2.08,10.743
"K00979",116.38,57.35,95.921,48.187,75.462,107.899,42.551,108.228,71.25,40.284,32.187,3.358,85.201,103.797,35.648,49.634,33.426,38.395,26.262,5.686,14.032,130.314,78.734,57.124,59.988,58.757,63.651,36.582,40.512,8.458,42.796,0.352,66.143,15.029,97.573,56.572,21.01,56.918,47.421,30.088,21.265,70.963,51.308,25.434,184.36,61.728,31.216,96.245,101.366,147.713,34.624,135.902,9.757,19.621,86.312,96.453,128.131,34.974,112.264,83.464,0,21.785,132.789,25.482,84.806,127.18,92.145,41.556,1.156,67.546,18.62,6.366,101.224,62.224,142.086,7.428,61.78,129.6,3.865,7.464,51.334,4.262,71.082,2.509,57.453,195.854,93.687,4.712,32.327,25.045,28.797,38.573,11.045,19.694,17.088,20.203,54.535,35.747,0.092,123.616,1.864,60.308,71.828,50.351,96.947,94.516,45.422,67.697,106.805,109.142,70.723,13.25,72.922,79.909,96.896,107.637,116.599,72.228,84.758,89.853,135.881,109.113,56.259,76.177,84.899,64.325,64.833,12.24,184.81,113.888,18.388,87.454,131.273,136.802,108.873,34.275,103.106,43.291,116.957,21.864,15.472,84.532,167.598,33.187,59.069,65.267,87.644,91.269,23.699,103.343,31.582,5.543,178.648,76.098,101.977,35.704,25.716,36.85,62.358,22.796,18.179,50.23,47.134,38.873,18.493,0.727,20.865,18.101,23.398,14.524,50.042,4.964,27.833,12.915,3.448,25.149,24.269,60.736,35.018,59.942,43.494,49.398,16.736,45.057,47.905,72.817,36.018,60.878,49.466,12.288,13.388,47.995,17.143,77.925,36.704,36.151,94.012,54.427,5.861,36.558,33.855,38.987,11.922,24.352,30.742,12.773,25.975,32.186,37.293,45.501,7.254,32.507,20.7,38.685,63.272,4.186,13.237,33.715,33.441,38.976
"K00980",0.755,2.009,2.371,0,1.046,0.946,3.75,1.034,0.54,3.38,1.364,0.674,1.107,2.112,0.659,6.958,10.867,3.232,0.888,3.309,2.092,0.696,0.577,0.7,3.645,0.442,3.004,4.154,3.512,6.281,1.895,0,6.155,11.209,2.233,0.936,1.396,1.414,2.627,1.294,1.034,1.094,7.644,8.237,7.678,2.773,7.777,9.893,4.324,4.422,0.564,12.922,0.827,2.421,0.523,2.683,2.722,0.67,0.773,10.236,0.724,3.42,2.524,1.659,1.254,1.41,9.752,6.486,1.545,4.386,1.257,3.675,2.064,1.333,3.114,0,2.734,0.464,2.792,0,7.484,8.624,5.14,7.081,0,12.931,7.661,2.552,4.904,2.018,3.899,4.765,2.068,3.109,11.551,0,1.178,21.039,2.862,1.293,1.91,1.728,1.576,2.199,9.62,10.966,0.975,0,2.315,1.915,1.645,15.14,12.842,0.545,1.199,1.682,10.977,8.043,4.193,0.44,2.582,0.953,0.903,2.463,0.307,14.784,4.813,5.811,11.761,1.161,0.177,2.008,10.21,0.582,0,2.411,1.969,10.724,0.303,0,0.653,4.608,1.356,2.411,5.523,4.525,0.988,2.532,0.409,1.438,4.699,4.554,0.509,0.813,0.379,21.064,0,3.298,1.306,1.045,1.274,2.165,7.78,1.041,8.575,0.599,1.559,13.292,0.625,1.455,13.056,17.933,17.275,1.924,18.434,6.651,2.598,3.131,12.224,1.813,11.05,24.981,3.796,1.086,1.195,4.482,7.326,1.062,0.329,0.581,15.089,0.729,1.901,0,22.618,5.079,0,2.221,11.295,2.619,3.41,6.524,2.557,12.08,4.083,2.945,3.825,9.642,12.43,4.782,39.97,2.228,8.035,3.117,71.036,7.143,4.347,0.922,1.077,0.329
"K00981",157.561,178.264,155.589,217.509,193.834,174.828,200.75,196.935,193.145,180.495,203.667,136.851,167.108,141.728,191.847,146.046,184.761,162.647,173.171,168.741,173.384,159.06,157.318,180.264,131.516,129.109,172.91,166.121,145.591,150.061,144.34,28.147,160.402,125.328,165.521,189.059,169.076,231.153,154.449,167.729,191.067,143.487,173.279,183.869,154.393,187.269,175.611,92.715,207.167,155.179,129.286,161.327,107.534,167.641,159.956,162.411,206.503,105.084,146.338,179.257,41.924,180.409,202.607,159.211,178.353,133.093,122.349,169.139,6.982,122.735,157.371,176.356,205.393,178.999,237.938,9.379,179.688,196.954,176.531,17.821,130.967,147.769,166.958,101.719,106.372,534.451,132.598,134.13,152.835,90.308,164.311,144.799,171.137,188.635,164.079,54.965,164.667,121.389,18.855,168.191,112.855,201.589,145.496,178.901,155.696,157.113,142.781,164.696,166.097,208.639,178.089,146.32,161.36,139.059,173.438,234.115,140.279,168.913,159.857,155.914,224.127,178.675,187.732,180.516,182.678,83.187,182.68,161.136,245.055,207.193,207.97,215.611,239.852,176.697,176.797,181.34,152.304,86.774,180.633,78.433,81.64,160.693,225.295,115.406,174.435,126.38,168.24,188.981,157.601,164.546,108.62,114.822,230.054,171.739,183.849,135.085,95.569,115.317,116.284,162.25,127.73,115.766,104.029,128.604,128.617,158.54,164.368,155.411,116.512,149.962,96.352,143.823,74.077,151.935,129.125,112.229,155.958,195.299,177.312,150.128,140.6,91.131,193.16,175.238,166.481,156.857,164.519,154.5,125.031,93.619,133.338,159.944,141.219,212.085,141.205,139.562,208.477,142.676,196.872,143.866,98.034,192.295,156.932,166.932,152.651,209.45,141.039,135.209,186.733,166.54,112.019,170.702,128.034,142.393,88.966,89.122,148.128,85.564,156.422,145.236
"K00982",0.056,2.608,0.231,3.344,0,0,0.157,0.011,0.138,5.432,0,0,0,6.644,0.154,0,0,0.233,1.126,0.615,0,9.375,1.418,0,0.546,1.467,0.489,0,2.18,0,0.097,0,0.676,2.403,1.167,0.211,0.147,0,0.3,0,0,0.939,0.026,0.544,0,0,0,0,0.06,2.174,0,1.87,1.126,0.039,5.379,1.826,0.105,0.981,1.204,2.313,0.18,0,2.108,0,2.988,0.039,0.012,0,0,1.319,0.154,0.845,5.241,1.178,0,0,1.262,0.473,0.073,0,0.928,0.049,0.288,2.319,0,5.708,0,3.669,0,0.606,0,0,0.024,0,0.015,1.431,0.07,0.955,0.022,0.921,0,0.104,0,0.01,0.096,0,1.528,0.175,3.625,0,0.135,0.079,0,3.26,2.924,0,0.148,1.04,2.853,3.946,1.459,1.59,1.522,2.311,0.616,0,0.108,1.155,0.566,0,0.218,0.127,3.391,6.133,0.458,0.383,0.897,0.155,3.537,0,0,0,4.232,0,0.029,0,0,1.367,1.211,0.127,0,4.546,0,2.489,1.037,0.12,0.233,0.074,0.052,0,0.068,0,0,0.134,0.07,0,0,0.238,0,0,0.008,0,0,0.018,0,0,0,0,0,0,0.485,0.643,0.028,0,1.165,0,0,0,0,0.089,2.348,0.034,0,0.899,0.073,1.641,0.058,1.273,0,0.034,0.478,0,0,0.941,0.069,0.027,0.18,0.746,0.441,0.015,0.097,0,0,1.074,4.233,0.105,0,0,0,0.79
"K00983",16.275,0,0,0.084,0.679,0,18.284,4.336,7.414,22.758,0,0,0,0,0.506,3.373,0,0.028,0,0.564,0,0,0.641,0,0,0,0.131,1.834,5.141,1.318,0,0,4.361,0.808,2.024,0,0,0,0,0.469,0,0.422,0,1.531,0,0,9.256,0,0,0.03,0,0,0,1.224,16.472,0,0,0.08,2.894,0.477,0,0,0,0,0,0,8.318,0.145,0,0,0.028,0,3.93,0,3.697,0,0,2.66,0,2.924,6.983,0,1.175,0,1.315,0.296,0,0,0,0.236,0,1.369,0,0,0,0,0.812,20.468,0,11.891,0,16.837,2.463,1.571,5.306,0,0.094,0,6.457,0.102,1.102,0.177,5.286,0.204,3.314,0.019,10.192,1.494,0.008,0,0.3,0,3.022,0,0,7.901,0.055,0.129,0.026,0,0,0.02,0.019,2.193,0,1.769,4.584,0.039,0,6.403,0,4.386,0,0.358,0,3.718,9.229,0,0.338,0,1.294,0,2.344,1.688,0.063,8.002,0,0.824,0.396,0.42,0,0.81,6.906,0.277,0.348,0,0,8.834,0,0,12.888,0,14.603,0,1.325,5.099,0.072,0,0,0.286,7.949,24.757,4.693,0,4.68,0,0,0,2.393,0,4.603,0,0,0,0.729,2.084,0,3.637,0,0,0,0,0,1.998,0,0,0,0,0,2.2,8.439,0,2.094,0,0,3.267,0,0,3.149,3.112
"K00984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0,0.176,0.494,0.415,1.359,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737,0,0,0,0,0,0,0,0.058,0,0,0,0,0.864,0,1.77,0,0.029,0,0,0,0,0,0,0,0,0.177,0,0,0,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,1.294,0.183,0,0,0,0,0,0,5.521,0,0,0,0,0,0.125,0,0.952,0,0,0,0,0,0.061,27.431,0,0,0,0,0,0,0,0.179,0,0.41,0,0,0.153,0,0.097,0,0,0,0.163,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781,0,0,0,0,1.093,0,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00986",75.019,16.223,31.542,7.137,14.065,15.597,1.839,48.324,42.357,6.62,14.146,7.229,47.409,10.526,8.027,9.493,19.265,23.308,5.495,1.918,6.757,0.712,11.561,6.121,14.917,22.759,14.324,7.055,11.941,22.914,13.121,67.625,22.306,6.919,12.903,27.475,31.944,31.896,8.313,14.768,19.69,12.266,8.003,45.71,1.785,8.727,10.054,2.293,8.338,43.159,44.86,126.224,26.577,5.452,16.116,75.779,28.605,37.709,14.627,13.637,0.1,10.56,20.316,30.226,12.367,5.449,9.9,6.327,71.645,12.329,16.108,7.428,7.643,63.459,5.063,90.577,4.398,4.619,19.614,78.406,7.986,13.377,9.8,18.307,56.006,0.317,2.54,25.56,32.615,44.222,9.784,14.607,9.202,24.112,12.603,67.354,41.278,10.7,1.693,8.583,4.86,20.205,45.501,21.419,10.64,15.812,49.079,0.448,0.261,22.852,18.388,2.105,58.118,25.126,19.329,9.006,28.203,64.153,23.77,21.77,62.329,20.526,2.96,68.669,5.807,15.478,31.814,65.091,0.7,108.569,8.269,20.969,32.32,29.583,0.061,23.171,13.654,6.667,8.285,57.849,12.626,50.669,23.749,9.503,10.883,20.098,5.687,30.066,13.413,47.352,4.268,10.098,25.201,60.632,38.176,15.122,6.205,11.963,16.686,18.822,7.599,17.895,1.968,20.981,13.925,4.94,4.105,11.298,2.245,5.13,13.655,3.099,5.468,7.44,22.049,5.678,19.927,6.876,19.41,7.41,42.023,8.776,16.941,22.707,44.227,40.548,16.256,17.771,9.134,24.416,15.497,19.491,17.223,0.303,9.386,7.561,27.794,27.773,13.178,20.687,5.012,50.918,9.926,12.138,11.09,41.356,10.035,10.57,20.853,39.782,6.386,19.813,22.421,22.243,0,37.215,17.801,29.746,7.253,42.971
"K00987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
